date,day_index,day_of_week,lunch_period,menu_item,item_category,component_type,sealed_or_whole,cold_chain_required,planned_count,staged_count,selected_count,unopened_return_count,share_table_pickup_count,afterschool_pickup_count,discarded_count,tray_waste_kg,expected_attendance,actual_attendance,expected_lunch_period_attendance,actual_lunch_period_attendance,weather_tag,event_tag,entree,entree_popularity_score,line_position,share_table_monitor,cooler_capacity,afterschool_activity_count,stockout_occurred,intervention_used,estimated_kg_diverted,estimated_co2e_avoided,estimated_cost_protected,kg_per_item,cost_per_item,co2e_kg_per_item,ghost_component_rate,high_ghost_risk
2027-07-22,479,Thursday,1,chocolate milk,cold beverage,milk,1,1,181,181,181,31,17,4,10,1.13,801,808,406,457,rainy,field_trip,cheese pizza,0.4,before_cashier,1,75,120,1,share_cooler,5.04,7.14,9.24,0.24,0.44,0.34,0.1713,1
2027-07-22,479,Thursday,1,apple,whole fruit,fruit,1,0,193,193,191,58,29,14,15,1.88,801,808,406,457,rainy,field_trip,cheese pizza,0.436,before_cashier,1,75,120,0,share_cooler,7.74,3.44,15.48,0.18,0.36,0.08,0.3037,1
2027-07-22,479,Thursday,1,banana,whole fruit,fruit,1,0,138,138,138,32,24,4,4,0.0,801,808,406,457,rainy,field_trip,cheese pizza,0.335,before_cashier,1,75,120,0,share_cooler,3.92,1.96,9.52,0.14,0.34,0.07,0.2319,1
2027-07-22,479,Thursday,1,fruit cup,sealed side,fruit,1,0,117,117,117,17,9,4,4,1.19,801,808,406,457,rainy,field_trip,cheese pizza,0.271,after_entree,1,75,120,1,share_cooler,1.56,1.3,7.15,0.12,0.55,0.1,0.1453,0
2027-07-22,479,Thursday,1,baby carrots,sealed side,vegetable,1,0,119,119,102,27,13,4,10,2.38,801,808,406,457,rainy,field_trip,cheese pizza,0.262,before_cashier,1,75,120,0,share_cooler,1.53,1.02,6.46,0.09,0.38,0.06,0.2647,1
2027-07-22,479,Thursday,1,yogurt cup,sealed side,protein side,1,1,76,76,76,6,2,0,4,1.47,801,808,406,457,rainy,field_trip,cheese pizza,0.181,after_entree,1,75,120,1,share_cooler,0.34,0.5,1.4,0.17,0.7,0.25,0.0789,0
2027-07-22,479,Thursday,1,granola pack,sealed side,grain,1,0,83,83,79,2,1,0,1,2.34,801,808,406,457,rainy,field_trip,cheese pizza,0.197,after_entree,1,75,120,0,share_cooler,0.04,0.06,0.32,0.04,0.32,0.06,0.0253,0
2027-07-22,479,Thursday,1,veggie wrap,cold entree,entree,1,1,77,77,77,16,10,2,4,0.25,801,808,406,457,rainy,field_trip,cheese pizza,0.172,entree_station,1,75,120,0,share_cooler,3.6,6.6,21.0,0.3,1.75,0.55,0.2078,0
2027-07-22,479,Thursday,1,cheese pizza,hot entree,entree,0,0,209,209,209,0,0,0,0,0.0,801,808,406,457,rainy,field_trip,cheese pizza,0.499,entree_station,1,75,120,1,share_cooler,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2027-07-22,479,Thursday,2,white milk,cold beverage,milk,1,1,205,183,162,42,22,13,7,1.56,801,808,310,316,rainy,field_trip,cheese pizza,0.58,after_entree,1,75,120,0,combo,8.4,11.55,14.7,0.24,0.42,0.33,0.2593,1
2027-07-22,479,Thursday,2,chocolate milk,cold beverage,milk,1,1,120,96,96,18,9,3,6,1.66,801,808,310,316,rainy,field_trip,cheese pizza,0.4,after_entree,1,75,120,1,combo,2.88,4.08,5.28,0.24,0.44,0.34,0.1875,0
2027-07-22,479,Thursday,2,apple,whole fruit,fruit,1,0,142,142,142,39,20,8,11,0.0,801,808,310,316,rainy,field_trip,cheese pizza,0.449,after_entree,1,75,120,0,combo,5.04,2.24,10.08,0.18,0.36,0.08,0.2746,1
2027-07-22,479,Thursday,2,banana,whole fruit,fruit,1,0,107,107,107,24,20,2,2,0.38,801,808,310,316,rainy,field_trip,cheese pizza,0.335,after_entree,1,75,120,1,combo,3.08,1.54,7.48,0.14,0.34,0.07,0.2243,1
2027-07-22,479,Thursday,2,fruit cup,sealed side,fruit,1,0,93,93,90,17,12,4,1,0.0,801,808,310,316,rainy,field_trip,cheese pizza,0.279,after_entree,1,75,120,0,combo,1.92,1.6,8.8,0.12,0.55,0.1,0.1889,0
2027-07-22,479,Thursday,2,baby carrots,sealed side,vegetable,1,0,90,90,85,23,13,4,6,0.0,801,808,310,316,rainy,field_trip,cheese pizza,0.262,after_entree,1,75,120,0,combo,1.53,1.02,6.46,0.09,0.38,0.06,0.2706,1
2027-07-22,479,Thursday,2,yogurt cup,sealed side,protein side,1,1,62,54,54,4,3,0,1,1.68,801,808,310,316,rainy,field_trip,cheese pizza,0.181,after_entree,1,75,120,0,combo,0.51,0.75,2.1,0.17,0.7,0.25,0.0741,0
2027-07-22,479,Thursday,2,granola pack,sealed side,grain,1,0,65,65,60,7,5,2,0,0.36,801,808,310,316,rainy,field_trip,cheese pizza,0.197,after_entree,1,75,120,0,combo,0.28,0.42,2.24,0.04,0.32,0.06,0.1167,0
2027-07-22,479,Thursday,2,veggie wrap,cold entree,entree,1,1,59,48,48,15,6,5,4,0.0,801,808,310,316,rainy,field_trip,cheese pizza,0.172,entree_station,1,75,120,0,combo,3.3,6.05,19.25,0.3,1.75,0.55,0.3125,0
2027-07-22,479,Thursday,2,cheese pizza,hot entree,entree,0,0,176,176,151,0,0,0,0,0.98,801,808,310,316,rainy,field_trip,cheese pizza,0.499,entree_station,1,75,120,0,combo,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2027-07-23,480,Friday,1,white milk,cold beverage,milk,1,1,296,257,242,32,19,6,7,0.51,885,863,494,482,hot,assembly,veggie wrap,0.533,after_entree,1,90,116,0,combo,6.0,8.25,10.5,0.24,0.42,0.33,0.1322,1
2027-07-23,480,Friday,1,chocolate milk,cold beverage,milk,1,1,201,162,162,17,10,5,2,0.0,885,863,494,482,hot,assembly,veggie wrap,0.378,after_entree,1,90,116,1,combo,3.6,5.1,6.6,0.24,0.44,0.34,0.1049,0
2027-07-23,480,Friday,1,apple,whole fruit,fruit,1,0,216,216,171,27,15,4,8,0.57,885,863,494,482,hot,assembly,veggie wrap,0.392,after_entree,1,90,116,0,combo,3.42,1.52,6.84,0.18,0.36,0.08,0.1579,1
2027-07-23,480,Friday,1,banana,whole fruit,fruit,1,0,174,174,164,26,16,2,8,0.0,885,863,494,482,hot,assembly,veggie wrap,0.335,after_entree,1,90,116,0,combo,2.52,1.26,6.12,0.14,0.34,0.07,0.1585,1
2027-07-23,480,Friday,1,fruit cup,sealed side,fruit,1,0,147,147,118,9,9,0,0,0.22,885,863,494,482,hot,assembly,veggie wrap,0.271,after_entree,1,90,116,0,combo,1.08,0.9,4.95,0.12,0.55,0.1,0.0763,0
2027-07-23,480,Friday,1,baby carrots,sealed side,vegetable,1,0,130,130,98,16,11,1,4,0.0,885,863,494,482,hot,assembly,veggie wrap,0.236,after_entree,1,90,116,0,combo,1.08,0.72,4.56,0.09,0.38,0.06,0.1633,0
2027-07-23,480,Friday,1,yogurt cup,sealed side,protein side,1,1,96,75,75,2,0,1,1,0.48,885,863,494,482,hot,assembly,veggie wrap,0.181,after_entree,1,90,116,1,combo,0.17,0.25,0.7,0.17,0.7,0.25,0.0267,0
2027-07-23,480,Friday,1,granola pack,sealed side,grain,1,0,103,103,88,1,1,0,0,0.0,885,863,494,482,hot,assembly,veggie wrap,0.197,after_entree,1,90,116,0,combo,0.04,0.06,0.32,0.04,0.32,0.06,0.0114,0
2027-07-23,480,Friday,1,veggie wrap,cold entree,entree,1,1,93,77,76,5,3,0,2,0.68,885,863,494,482,hot,assembly,veggie wrap,0.172,entree_station,1,90,116,1,combo,0.9,1.65,5.25,0.3,1.75,0.55,0.0658,0
2027-07-23,480,Friday,2,white milk,cold beverage,milk,1,1,263,263,220,53,19,5,29,0.0,885,863,436,413,hot,assembly,veggie wrap,0.549,before_cashier,1,90,116,0,none,5.76,7.92,10.08,0.24,0.42,0.33,0.2409,1
2027-07-23,480,Friday,2,chocolate milk,cold beverage,milk,1,1,178,178,160,20,9,3,8,1.06,885,863,436,413,hot,assembly,veggie wrap,0.378,before_cashier,1,90,116,0,none,2.88,4.08,5.28,0.24,0.44,0.34,0.125,1
2027-07-23,480,Friday,2,apple,whole fruit,fruit,1,0,188,188,159,57,18,13,26,0.94,885,863,436,413,hot,assembly,veggie wrap,0.404,before_cashier,1,90,116,0,none,5.58,2.48,11.16,0.18,0.36,0.08,0.3585,1
2027-07-23,480,Friday,2,banana,whole fruit,fruit,1,0,150,150,139,34,11,6,17,0.5,885,863,436,413,hot,assembly,veggie wrap,0.335,before_cashier,1,90,116,0,none,2.38,1.19,5.78,0.14,0.34,0.07,0.2446,1
2027-07-23,480,Friday,2,fruit cup,sealed side,fruit,1,0,136,136,128,11,4,2,5,1.65,885,863,436,413,hot,assembly,veggie wrap,0.279,after_entree,1,90,116,0,none,0.72,0.6,3.3,0.12,0.55,0.1,0.0859,0
2027-07-23,480,Friday,2,baby carrots,sealed side,vegetable,1,0,105,105,98,18,8,5,5,0.0,885,863,436,413,hot,assembly,veggie wrap,0.236,before_cashier,1,90,116,0,none,1.17,0.78,4.94,0.09,0.38,0.06,0.1837,0
2027-07-23,480,Friday,2,yogurt cup,sealed side,protein side,1,1,85,85,67,5,2,2,1,0.66,885,863,436,413,hot,assembly,veggie wrap,0.181,after_entree,1,90,116,0,none,0.68,1.0,2.8,0.17,0.7,0.25,0.0746,0
2027-07-23,480,Friday,2,granola pack,sealed side,grain,1,0,88,88,88,5,0,2,3,0.0,885,863,436,413,hot,assembly,veggie wrap,0.197,after_entree,1,90,116,0,none,0.08,0.12,0.64,0.04,0.32,0.06,0.0568,0
2027-07-23,480,Friday,2,veggie wrap,cold entree,entree,1,1,81,81,67,4,1,0,3,0.89,885,863,436,413,hot,assembly,veggie wrap,0.172,entree_station,1,90,116,0,none,0.3,0.55,1.75,0.3,1.75,0.55,0.0597,0
2027-07-26,481,Monday,1,white milk,cold beverage,milk,1,1,282,282,282,45,17,8,20,2.94,966,990,493,533,rainy,normal,taco tray,0.508,before_cashier,1,90,125,1,none,6.0,8.25,10.5,0.24,0.42,0.33,0.1596,1
2027-07-26,481,Monday,1,chocolate milk,cold beverage,milk,1,1,182,182,182,19,4,4,11,0.0,966,990,493,533,rainy,normal,taco tray,0.36,before_cashier,1,90,125,1,none,1.92,2.72,3.52,0.24,0.44,0.34,0.1044,0
2027-07-26,481,Monday,1,apple,whole fruit,fruit,1,0,227,227,220,70,25,11,34,0.0,966,990,493,533,rainy,normal,taco tray,0.436,before_cashier,1,90,125,0,none,6.48,2.88,12.96,0.18,0.36,0.08,0.3182,1
2027-07-26,481,Monday,1,banana,whole fruit,fruit,1,0,174,174,174,46,16,9,21,0.0,966,990,493,533,rainy,normal,taco tray,0.335,before_cashier,1,90,125,1,none,3.5,1.75,8.5,0.14,0.34,0.07,0.2644,1
2027-07-26,481,Monday,1,fruit cup,sealed side,fruit,1,0,135,135,135,16,7,1,8,0.03,966,990,493,533,rainy,normal,taco tray,0.271,after_entree,1,90,125,1,none,0.96,0.8,4.4,0.12,0.55,0.1,0.1185,0
2027-07-26,481,Monday,1,baby carrots,sealed side,vegetable,1,0,133,133,127,27,7,6,14,0.52,966,990,493,533,rainy,normal,taco tray,0.262,before_cashier,1,90,125,0,none,1.17,0.78,4.94,0.09,0.38,0.06,0.2126,1
2027-07-26,481,Monday,1,yogurt cup,sealed side,protein side,1,1,98,98,91,5,3,0,2,0.85,966,990,493,533,rainy,normal,taco tray,0.181,after_entree,1,90,125,0,none,0.51,0.75,2.1,0.17,0.7,0.25,0.0549,0
2027-07-26,481,Monday,1,granola pack,sealed side,grain,1,0,111,111,109,5,2,2,1,0.0,966,990,493,533,rainy,normal,taco tray,0.197,after_entree,1,90,125,0,none,0.16,0.24,1.28,0.04,0.32,0.06,0.0459,0
2027-07-26,481,Monday,1,veggie wrap,cold entree,entree,1,1,97,97,72,17,7,1,9,0.52,966,990,493,533,rainy,normal,taco tray,0.172,entree_station,1,90,125,0,none,2.4,4.4,14.0,0.3,1.75,0.55,0.2361,0
2027-07-26,481,Monday,1,taco tray,hot entree,entree,0,0,205,205,188,0,0,0,0,0.24,966,990,493,533,rainy,normal,taco tray,0.37,entree_station,1,90,125,0,none,0.0,0.0,0.0,0.33,1.58,0.68,0.0,0
2027-07-26,481,Monday,2,white milk,cold beverage,milk,1,1,248,248,248,47,14,8,25,0.0,966,990,461,488,rainy,normal,taco tray,0.523,before_cashier,1,90,125,1,none,5.28,7.26,9.24,0.24,0.42,0.33,0.1895,1
2027-07-26,481,Monday,2,chocolate milk,cold beverage,milk,1,1,176,176,176,36,14,5,17,0.62,966,990,461,488,rainy,normal,taco tray,0.36,before_cashier,1,90,125,0,none,4.56,6.46,8.36,0.24,0.44,0.34,0.2045,1
2027-07-26,481,Monday,2,apple,whole fruit,fruit,1,0,240,240,193,71,33,10,28,0.21,966,990,461,488,rainy,normal,taco tray,0.449,before_cashier,1,90,125,0,none,7.74,3.44,15.48,0.18,0.36,0.08,0.3679,1
2027-07-26,481,Monday,2,banana,whole fruit,fruit,1,0,165,165,165,35,13,8,14,0.88,966,990,461,488,rainy,normal,taco tray,0.335,before_cashier,1,90,125,1,none,2.94,1.47,7.14,0.14,0.34,0.07,0.2121,1
2027-07-26,481,Monday,2,fruit cup,sealed side,fruit,1,0,128,128,128,18,2,2,14,0.0,966,990,461,488,rainy,normal,taco tray,0.279,after_entree,1,90,125,0,none,0.48,0.4,2.2,0.12,0.55,0.1,0.1406,0
2027-07-26,481,Monday,2,baby carrots,sealed side,vegetable,1,0,126,126,125,24,10,4,10,0.05,966,990,461,488,rainy,normal,taco tray,0.262,before_cashier,1,90,125,0,none,1.26,0.84,5.32,0.09,0.38,0.06,0.192,1
2027-07-26,481,Monday,2,yogurt cup,sealed side,protein side,1,1,95,95,82,7,3,2,2,0.0,966,990,461,488,rainy,normal,taco tray,0.181,after_entree,1,90,125,0,none,0.85,1.25,3.5,0.17,0.7,0.25,0.0854,0
2027-07-26,481,Monday,2,granola pack,sealed side,grain,1,0,105,105,86,5,3,0,2,1.41,966,990,461,488,rainy,normal,taco tray,0.197,after_entree,1,90,125,0,none,0.12,0.18,0.96,0.04,0.32,0.06,0.0581,0
2027-07-26,481,Monday,2,veggie wrap,cold entree,entree,1,1,87,87,87,14,2,0,12,0.57,966,990,461,488,rainy,normal,taco tray,0.172,entree_station,1,90,125,0,none,0.6,1.1,3.5,0.3,1.75,0.55,0.1609,0
2027-07-26,481,Monday,2,taco tray,hot entree,entree,0,0,180,180,176,0,0,0,0,0.19,966,990,461,488,rainy,normal,taco tray,0.37,entree_station,1,90,125,0,none,0.0,0.0,0.0,0.33,1.58,0.68,0.0,0
2027-07-27,482,Tuesday,1,white milk,cold beverage,milk,1,1,296,243,243,59,30,18,11,0.0,865,879,455,464,cold,field_trip,pasta bowl,0.543,after_entree,1,75,167,1,combo,11.52,15.84,20.16,0.24,0.42,0.33,0.2428,1
2027-07-27,482,Tuesday,1,chocolate milk,cold beverage,milk,1,1,182,155,155,22,8,9,5,0.0,865,879,455,464,cold,field_trip,pasta bowl,0.385,after_entree,1,75,167,1,combo,4.08,5.78,7.48,0.24,0.44,0.34,0.1419,1
2027-07-27,482,Tuesday,1,apple,whole fruit,fruit,1,0,214,214,200,52,31,7,14,0.18,865,879,455,464,cold,field_trip,pasta bowl,0.436,after_entree,1,75,167,0,combo,6.84,3.04,13.68,0.18,0.36,0.08,0.26,1
2027-07-27,482,Tuesday,1,banana,whole fruit,fruit,1,0,167,167,159,31,19,5,7,0.01,865,879,455,464,cold,field_trip,pasta bowl,0.335,after_entree,1,75,167,0,combo,3.36,1.68,8.16,0.14,0.34,0.07,0.195,1
2027-07-27,482,Tuesday,1,fruit cup,sealed side,fruit,1,0,129,129,129,12,5,2,5,1.87,865,879,455,464,cold,field_trip,pasta bowl,0.271,after_entree,1,75,167,0,combo,0.84,0.7,3.85,0.12,0.55,0.1,0.093,0
2027-07-27,482,Tuesday,1,baby carrots,sealed side,vegetable,1,0,132,132,122,26,13,5,8,0.0,865,879,455,464,cold,field_trip,pasta bowl,0.262,after_entree,1,75,167,0,combo,1.62,1.08,6.84,0.09,0.38,0.06,0.2131,1
2027-07-27,482,Tuesday,1,yogurt cup,sealed side,protein side,1,1,79,62,62,2,1,1,0,0.72,865,879,455,464,cold,field_trip,pasta bowl,0.181,after_entree,1,75,167,1,combo,0.34,0.5,1.4,0.17,0.7,0.25,0.0323,0
2027-07-27,482,Tuesday,1,granola pack,sealed side,grain,1,0,99,99,82,10,7,3,0,0.0,865,879,455,464,cold,field_trip,pasta bowl,0.197,after_entree,1,75,167,0,combo,0.4,0.6,3.2,0.04,0.32,0.06,0.122,0
2027-07-27,482,Tuesday,1,pasta bowl,hot entree,entree,0,0,182,182,171,0,0,0,0,1.78,865,879,455,464,cold,field_trip,pasta bowl,0.36,entree_station,1,75,167,0,combo,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2027-07-27,482,Tuesday,1,veggie wrap,cold entree,entree,1,1,81,70,70,12,2,2,8,0.0,865,879,455,464,cold,field_trip,pasta bowl,0.172,entree_station,1,75,167,1,combo,1.2,2.2,7.0,0.3,1.75,0.55,0.1714,0
2027-07-27,482,Tuesday,2,white milk,cold beverage,milk,1,1,210,178,178,46,19,11,16,0.0,865,879,346,351,cold,field_trip,pasta bowl,0.559,before_cashier,1,75,167,1,two_wave_staging,7.2,9.9,12.6,0.24,0.42,0.33,0.2584,1
2027-07-27,482,Tuesday,2,chocolate milk,cold beverage,milk,1,1,140,116,116,30,12,4,14,0.0,865,879,346,351,cold,field_trip,pasta bowl,0.385,before_cashier,1,75,167,1,two_wave_staging,3.84,5.44,7.04,0.24,0.44,0.34,0.2586,1
2027-07-27,482,Tuesday,2,apple,whole fruit,fruit,1,0,167,167,159,53,24,10,19,1.04,865,879,346,351,cold,field_trip,pasta bowl,0.449,before_cashier,1,75,167,0,two_wave_staging,6.12,2.72,12.24,0.18,0.36,0.08,0.3333,1
2027-07-27,482,Tuesday,2,banana,whole fruit,fruit,1,0,127,127,127,41,17,13,11,1.49,865,879,346,351,cold,field_trip,pasta bowl,0.335,before_cashier,1,75,167,0,two_wave_staging,4.2,2.1,10.2,0.14,0.34,0.07,0.3228,1
2027-07-27,482,Tuesday,2,fruit cup,sealed side,fruit,1,0,107,107,88,14,3,3,8,0.0,865,879,346,351,cold,field_trip,pasta bowl,0.279,after_entree,1,75,167,0,two_wave_staging,0.72,0.6,3.3,0.12,0.55,0.1,0.1591,0
2027-07-27,482,Tuesday,2,baby carrots,sealed side,vegetable,1,0,98,98,98,29,9,5,15,0.3,865,879,346,351,cold,field_trip,pasta bowl,0.262,before_cashier,1,75,167,1,two_wave_staging,1.26,0.84,5.32,0.09,0.38,0.06,0.2959,1
2027-07-27,482,Tuesday,2,yogurt cup,sealed side,protein side,1,1,69,54,54,9,2,2,5,2.58,865,879,346,351,cold,field_trip,pasta bowl,0.181,after_entree,1,75,167,1,two_wave_staging,0.68,1.0,2.8,0.17,0.7,0.25,0.1667,0
2027-07-27,482,Tuesday,2,granola pack,sealed side,grain,1,0,81,81,45,2,1,0,1,0.0,865,879,346,351,cold,field_trip,pasta bowl,0.197,after_entree,1,75,167,0,two_wave_staging,0.04,0.06,0.32,0.04,0.32,0.06,0.0444,0
2027-07-27,482,Tuesday,2,pasta bowl,hot entree,entree,0,0,129,129,125,0,0,0,0,1.13,865,879,346,351,cold,field_trip,pasta bowl,0.36,entree_station,1,75,167,0,two_wave_staging,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2027-07-27,482,Tuesday,2,veggie wrap,cold entree,entree,1,1,65,52,52,14,4,2,8,0.0,865,879,346,351,cold,field_trip,pasta bowl,0.172,entree_station,1,75,167,1,two_wave_staging,1.8,3.3,10.5,0.3,1.75,0.55,0.2692,0
2027-07-28,483,Wednesday,1,white milk,cold beverage,milk,1,1,274,274,274,60,19,15,26,2.13,998,1004,513,519,normal,normal,pasta bowl,0.543,before_cashier,1,45,193,1,none,8.16,11.22,14.28,0.24,0.42,0.33,0.219,1
2027-07-28,483,Wednesday,1,chocolate milk,cold beverage,milk,1,1,222,222,172,23,8,5,10,0.0,998,1004,513,519,normal,normal,pasta bowl,0.385,before_cashier,1,45,193,0,none,3.12,4.42,5.72,0.24,0.44,0.34,0.1337,1
2027-07-28,483,Wednesday,1,apple,whole fruit,fruit,1,0,249,249,220,60,20,13,27,0.0,998,1004,513,519,normal,normal,pasta bowl,0.436,before_cashier,1,45,193,0,none,5.94,2.64,11.88,0.18,0.36,0.08,0.2727,1
2027-07-28,483,Wednesday,1,banana,whole fruit,fruit,1,0,194,194,158,39,15,15,9,0.0,998,1004,513,519,normal,normal,pasta bowl,0.335,before_cashier,1,45,193,0,none,4.2,2.1,10.2,0.14,0.34,0.07,0.2468,1
2027-07-28,483,Wednesday,1,fruit cup,sealed side,fruit,1,0,162,162,151,11,6,1,4,0.0,998,1004,513,519,normal,normal,pasta bowl,0.271,after_entree,1,45,193,0,none,0.84,0.7,3.85,0.12,0.55,0.1,0.0728,0
2027-07-28,483,Wednesday,1,baby carrots,sealed side,vegetable,1,0,141,141,139,27,11,5,11,1.27,998,1004,513,519,normal,normal,pasta bowl,0.262,before_cashier,1,45,193,1,none,1.44,0.96,6.08,0.09,0.38,0.06,0.1942,1
2027-07-28,483,Wednesday,1,yogurt cup,sealed side,protein side,1,1,101,101,101,8,3,2,3,1.93,998,1004,513,519,normal,normal,pasta bowl,0.181,after_entree,1,45,193,1,none,0.85,1.25,3.5,0.17,0.7,0.25,0.0792,0
2027-07-28,483,Wednesday,1,granola pack,sealed side,grain,1,0,112,112,96,4,2,1,1,0.0,998,1004,513,519,normal,normal,pasta bowl,0.197,after_entree,1,45,193,0,none,0.12,0.18,0.96,0.04,0.32,0.06,0.0417,0
2027-07-28,483,Wednesday,1,pasta bowl,hot entree,entree,0,0,200,200,169,0,0,0,0,1.8,998,1004,513,519,normal,normal,pasta bowl,0.36,entree_station,1,45,193,0,none,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2027-07-28,483,Wednesday,1,veggie wrap,cold entree,entree,1,1,97,97,83,14,3,3,8,0.0,998,1004,513,519,normal,normal,pasta bowl,0.172,entree_station,1,45,193,0,none,1.8,3.3,10.5,0.3,1.75,0.55,0.1687,0
2027-07-28,483,Wednesday,2,white milk,cold beverage,milk,1,1,268,268,268,58,22,13,23,0.0,998,1004,452,511,normal,normal,pasta bowl,0.559,after_entree,1,45,193,1,line_reposition,8.4,11.55,14.7,0.24,0.42,0.33,0.2164,1
2027-07-28,483,Wednesday,2,chocolate milk,cold beverage,milk,1,1,203,203,203,30,12,5,13,0.53,998,1004,452,511,normal,normal,pasta bowl,0.385,after_entree,1,45,193,1,line_reposition,4.08,5.78,7.48,0.24,0.44,0.34,0.1478,1
2027-07-28,483,Wednesday,2,apple,whole fruit,fruit,1,0,238,238,238,52,16,15,21,3.23,998,1004,452,511,normal,normal,pasta bowl,0.449,after_entree,1,45,193,0,line_reposition,5.58,2.48,11.16,0.18,0.36,0.08,0.2185,1
2027-07-28,483,Wednesday,2,banana,whole fruit,fruit,1,0,169,169,169,27,13,7,7,0.0,998,1004,452,511,normal,normal,pasta bowl,0.335,after_entree,1,45,193,1,line_reposition,2.8,1.4,6.8,0.14,0.34,0.07,0.1598,1
2027-07-28,483,Wednesday,2,fruit cup,sealed side,fruit,1,0,127,127,127,12,6,4,2,0.0,998,1004,452,511,normal,normal,pasta bowl,0.279,after_entree,1,45,193,1,line_reposition,1.2,1.0,5.5,0.12,0.55,0.1,0.0945,0
2027-07-28,483,Wednesday,2,baby carrots,sealed side,vegetable,1,0,129,129,129,15,4,4,7,0.21,998,1004,452,511,normal,normal,pasta bowl,0.262,after_entree,1,45,193,1,line_reposition,0.72,0.48,3.04,0.09,0.38,0.06,0.1163,0
2027-07-28,483,Wednesday,2,yogurt cup,sealed side,protein side,1,1,86,86,86,6,1,2,3,0.59,998,1004,452,511,normal,normal,pasta bowl,0.181,after_entree,1,45,193,1,line_reposition,0.51,0.75,2.1,0.17,0.7,0.25,0.0698,0
2027-07-28,483,Wednesday,2,granola pack,sealed side,grain,1,0,97,97,97,3,0,2,1,1.51,998,1004,452,511,normal,normal,pasta bowl,0.197,after_entree,1,45,193,1,line_reposition,0.08,0.12,0.64,0.04,0.32,0.06,0.0309,0
2027-07-28,483,Wednesday,2,pasta bowl,hot entree,entree,0,0,173,173,166,0,0,0,0,1.2,998,1004,452,511,normal,normal,pasta bowl,0.36,entree_station,1,45,193,0,line_reposition,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2027-07-28,483,Wednesday,2,veggie wrap,cold entree,entree,1,1,85,85,85,11,2,4,5,1.93,998,1004,452,511,normal,normal,pasta bowl,0.172,entree_station,1,45,193,1,line_reposition,1.8,3.3,10.5,0.3,1.75,0.55,0.1294,0
2027-07-29,484,Thursday,1,white milk,cold beverage,milk,1,1,295,295,292,49,19,17,13,1.4,997,975,507,516,hot,normal,taco tray,0.533,before_cashier,1,90,194,0,after_school_route,8.64,11.88,15.12,0.24,0.42,0.33,0.1678,1
2027-07-29,484,Thursday,1,chocolate milk,cold beverage,milk,1,1,204,204,192,13,5,6,2,0.0,997,975,507,516,hot,normal,taco tray,0.378,before_cashier,1,90,194,0,after_school_route,2.64,3.74,4.84,0.24,0.44,0.34,0.0677,0
2027-07-29,484,Thursday,1,apple,whole fruit,fruit,1,0,228,228,228,55,27,17,11,0.93,997,975,507,516,hot,normal,taco tray,0.436,before_cashier,1,90,194,0,after_school_route,7.92,3.52,15.84,0.18,0.36,0.08,0.2412,1
2027-07-29,484,Thursday,1,banana,whole fruit,fruit,1,0,177,177,140,23,10,7,6,0.0,997,975,507,516,hot,normal,taco tray,0.335,before_cashier,1,90,194,0,after_school_route,2.38,1.19,5.78,0.14,0.34,0.07,0.1643,1
2027-07-29,484,Thursday,1,fruit cup,sealed side,fruit,1,0,151,151,130,5,2,2,1,0.0,997,975,507,516,hot,normal,taco tray,0.271,after_entree,1,90,194,0,after_school_route,0.48,0.4,2.2,0.12,0.55,0.1,0.0385,0
2027-07-29,484,Thursday,1,baby carrots,sealed side,vegetable,1,0,150,150,134,29,8,12,9,0.67,997,975,507,516,hot,normal,taco tray,0.262,before_cashier,1,90,194,0,after_school_route,1.8,1.2,7.6,0.09,0.38,0.06,0.2164,1
2027-07-29,484,Thursday,1,yogurt cup,sealed side,protein side,1,1,100,100,100,4,0,2,2,0.0,997,975,507,516,hot,normal,taco tray,0.181,after_entree,1,90,194,1,after_school_route,0.34,0.5,1.4,0.17,0.7,0.25,0.04,0
2027-07-29,484,Thursday,1,granola pack,sealed side,grain,1,0,111,111,92,1,0,1,0,0.0,997,975,507,516,hot,normal,taco tray,0.197,after_entree,1,90,194,0,after_school_route,0.04,0.06,0.32,0.04,0.32,0.06,0.0109,0
2027-07-29,484,Thursday,1,veggie wrap,cold entree,entree,1,1,102,102,99,16,3,8,5,0.08,997,975,507,516,hot,normal,taco tray,0.172,entree_station,1,90,194,0,after_school_route,3.3,6.05,19.25,0.3,1.75,0.55,0.1616,0
2027-07-29,484,Thursday,1,taco tray,hot entree,entree,0,0,198,198,198,0,0,0,0,0.0,997,975,507,516,hot,normal,taco tray,0.37,entree_station,1,90,194,1,after_school_route,0.0,0.0,0.0,0.33,1.58,0.68,0.0,0
2027-07-29,484,Thursday,2,white milk,cold beverage,milk,1,1,267,267,238,37,8,10,19,0.42,997,975,470,453,hot,normal,taco tray,0.549,after_entree,1,90,194,0,line_reposition,4.32,5.94,7.56,0.24,0.42,0.33,0.1555,1
